username,main_category,subcategory,text_hook,length,views,likes,comments,shares,outlier_multiplier,uploaded_at,ad_link,caption,platform
tasksheet.ai,Education,AI Study Tools,menu,16,5506,82,4,3,1.839625794,2023-10-18,https://www.tiktok.com/@tasksheet.ai/video/7291318297415503106,It’s in my bio 🤭 #student #school #teacher #homework #schoolhacks ,tiktok
curiosityquench,Education,Coding Education,people with these hobbies are real life batman  electronic tinkering martial arts physics coding ++ sleeping,5,5497,214,1,18,2.009504661,2024-11-07,https://www.tiktok.com/@curiosityquench/video/7434672269051383095,"do these hobbies and 1000 more in our app ""Curiosity Quench"" today 🫡 #foryou #hobbies #trending #viral #fyp #electronics #martialarts #brucelee #training #batman #polymath #coding #code #coder #feynman #physics",tiktok
boldvoiceapp,Education,Language Learning,Mind Blowing #SpeechFacts #AmericanAccent @BoldVoiceApp❤️,38,5491,509,48,16,2.125822687,2022-09-19,https://www.tiktok.com/@boldvoiceapp/video/7144823194736790827,Most English speakers don’t realize that they are making two different sounds for the spelling “th” #boldvoiceapp #english #funfact #AmericanAccent #linguistics #LanguageLearning ,tiktok
innervoice_app,Education,Early Childhood Learning,Discover InnerVoice & GPT: Transforming Speech Therapy 🌟,64,5482,509,0,0,30.79775281,2024-01-27,https://www.tiktok.com/@innervoice_app/video/7328874153916845358,"Discover InnerVoice: AI for varied learning needs. Engaging avatars, speech tools, interactive tales. Ideal for therapy, education. Secure, ad-free. Download InnerVoice today: https://apps.apple.com/us/app/innervoice-ai-for-autism/id730856179 Use the InnerVoice Explorer GPT on OpenAI’s GPT store: https://chat.openai.com/g/g-XaZGLBB8e-innervoice-explorer-gpt  @The Indomitable Blackman #speechtherapy #speechpathologists #schoolspeechpathologist #schoolspeechtherapist #speechtherapist #schoolpyschologist #specialeducationteacher #generaleducationteacher  #teachers #literacy #chatgpt #openai #behaviorist #autism #neurodivergent #dyslexia ",tiktok
baimly.app,Education,Exam Preparation,Мотивация деген...,61,5469,171,0,3,8.120267261,2023-10-29,https://www.tiktok.com/@baimly.app/video/7295381923197652229,Ерік ағайдан мотивация #рекомендации #мотивация #ұбт2023 #ұбтмотивация #рек #ұбтғадайындық #рекомендации ,tiktok
coursehero,Education,AI Study Tools,UNIVERSITY OF VICTORIA,35,5468,75,2,103,4.72193437,2021-09-18,https://www.tiktok.com/@coursehero/video/7008999564770397445,The Finnerty Gardens at the University of Victoria is a must-see! #foryou #foryoupage #fyp #collegelife #college,tiktok
boldvoiceapp,Education,Language Learning,Public Speaking in English:  The Rule of 3  if you can have a beginning,28,5458,369,4,8,2.113046845,2023-11-21,https://www.tiktok.com/@boldvoiceapp/video/7303944126536420638,"Keep your presentation short and focused with THE RULE OF THREE: a begginig, middle, and end. Try this public speaking tip with your next English presentation. ##Americanaccent##pronunciationtipsonline##boldvoiceapp##englishpronunciation##learningEnglish",tiktok
curiosityquench,Education,Coding Education,people with these hobbies are real life iron man...  Electronic tinkering Coding Skiing Inventing stuff,5,5436,116,1,1,1.987205264,2024-11-14,https://www.tiktok.com/@curiosityquench/video/7436928753621617975,"Take action today on 1000+ hobbies using our app ""Curiosity Quench"" :)) #hobbies #foryou #viral #trending #fyp #electronics #polymath #ironman #tonystark #avengers #marvel #coding #code #coder #skiing #ski #invention #inventor #maths #technology",tiktok
insidr.ai,Education,AI Study Tools,Awesome AI Tools Save for later,5,5431,164,2,14,3.935507246,2023-03-02,https://www.tiktok.com/@insidr.ai/video/7205941269372210437,,tiktok
studyly_at,Education,Exam Preparation,Falls du noch nicht wirklich ready bist für die Matura in 4 Monaten ...,14,5426,398,6,27,1.644740831,2025-01-07,https://www.tiktok.com/@studyly_at/video/7457283482880986390,Ihr werdet das super schaffen! 🍀  #studylyintensivkurs #studyly #mathelernenmitstudyly #studylyplus #studylyschool #lernen #study #mathe #mathematik #mathematura #matura #matura2025 #matheschularbeit #mathematikmatura #fyp #fy #foryou ,tiktok
insidr.ai,Education,AI Study Tools,ChatGPT Knows When you realize it knows more about the world than you do  insidr.ai @insidr.ai,10,5424,80,0,3,3.930434783,2023-08-15,https://www.tiktok.com/@insidr.ai/video/7267427039114808608,"When you realize ChatGPT knows more about the world than you do, and you're just a sad little baby in the realm of knowledge 😢🌍 Follow @insidr.ai to stay ahead of the game with the lates AI tips, tricks, tools and development 📈🧠 #ai #chatgpt #aitools #openai #aitips #machinelearning #insidrai #insidr #chatgpt #aiknowsall #babycrying #aimems ",tiktok
turbolearn.ai44,Education,AI Study Tools,My physics teacher reaction after I showed him this 😂😂,10,5418,100,0,3,4.654639175,2024-07-27,https://www.tiktok.com/@turbolearn.ai44/video/7396321169319677200,I wasnt not expecting that when i walk in his class today 😭😭😭 #student #studentlife #college #university #studentproblems #aiforstudents #ainotetaking #universitylife #students ,tiktok
teachyourmonster,Education,Early Childhood Learning,"At our school,",60,5401,190,14,23,4.70880558,2023-02-07,https://www.tiktok.com/@teachyourmonster/video/7197425318532074757,"This is Gemma Gilliland, a reception class #teacher from the UK 👋 Here she talks about how important #food #education is in schools 🥦🍅 She also talks about how #AdventurousEating can help with #fussyeaters at #school 🥝🍓🍌 #fussytoddler #fussyeater #pickyeater #children #fussyeatercheck ",tiktok
boldvoiceapp,Education,Language Learning,"Please help me say Twitter!! The ""tt"" always trips me up",45,5385,256,12,4,2.084785134,2024-01-09,https://www.tiktok.com/@boldvoiceapp/video/7321968661336460575,Replying to @user3339289423146 hope thid helps!#learnenglish #English #Pronunciation #LanguageLearning #AmericanAccentduettok #Americanaccent #howtosay #twitter,tiktok
plantinapp,Education,None,This is the work of art,15,5378,165,2,3,5.751871658,2023-09-18,https://www.tiktok.com/@plantinapp/video/7280089021785607430,Do you have artificial plants?🫠 #planttok #plantcommunity #artificialplants #houseplants #plantcare #workofart ,tiktok
boldvoiceapp,Education,Language Learning,Entrepreneurship,90,5373,302,10,6,2.080139373,2023-12-05,https://www.tiktok.com/@boldvoiceapp/video/7308951025745071406,#howtosay #entrepreneurship #Americanaccent #English #pronunciationtipsonline ,tiktok
ixl,Education,Virtual Classrooms,WOULD YOU RATHER math challenge,88,5365,201,7,7,2.734454638,2024-04-28,https://www.tiktok.com/@ixl/video/7363054257723018538,"Here's a fun #mathchallenge that will get you and your kids thinking! 🤔 Which option would you pick: 1 penny that doubles every day, or $100,000 every day for 1 month? 💰 Let's look at the #math! 🧐 #mathematics #teacher #mathteacher #mathproblem #mathfacts #exponentialgrowth #learnontiktok #ixl #learnwithixl #education #learning #fyp ",tiktok
cramlybeth,Education,AI Study Tools,"Hello Sharks, i’m not asking for any money because this tool i’m about to share is actually free. It’s called cramly.ai and it’s been helping me pull through all my assignments and papers. thank me later.",9,5363,195,3,7,3.222956731,2024-03-27,https://www.tiktok.com/@cramlybeth/video/7351113341873540358,Hi Sharks 👋🏻 HEAR ME OUT ON THIS ONE THO🤯 #cramly #cramlyai #aitool #studenthack #hellosharks #hisharks ,tiktok
curiosityquench,Education,Coding Education,people with these hobbies are the most rare gems on earth  painting astronomy electronics running,5,5350,133,3,4,1.95576677,2024-10-25,https://www.tiktok.com/@curiosityquench/video/7429712849972301061,"try these hobbies and 1000 more using our app ""Curiosity Quench"" - Get action plans for anything. #hobbies #trending #foryou #fyp #viral",tiktok
joinhandshake,Education,Professional Development,Me scrolling mindlessly on LinkedIn thinking it's the best place to make connections and find a job,6,5346,89,6,16,5.681190223,2022-05-13,https://www.tiktok.com/@joinhandshake/video/7097275058569202986,Drop your popcorn and run to #Handshake 🤝 🍿 It’s the #1 place for students and recent grads to find jobs 💼 #JoinHandshake #careeradvice #jobsearch,tiktok
curiosityquench,Education,Coding Education,people with these hobbies make the world a better place,5,5346,234,0,4,1.954304515,2024-10-23,https://www.tiktok.com/@curiosityquench/video/7429051887942503686,"go DO these hobbies and 1000 more with our app ""Curiosity Quench"" - get plans to take ACTION! #hobbies #foryou #fyp #trending #viral #dooding #drawing #helping #carpentry #thrift #thrifting #hobbyist #explore",tiktok
_readingcom,Education,Early Childhood Learning,Reading.com Lesson 4 Walkthrough,63,5342,41,2,11,5.490236382,2024-01-03,https://www.tiktok.com/@_readingcom/video/7319957893132979498,⭐️Redeem your free trial at www.reading.com⭐️,tiktok
insidr.ai,Education,AI Study Tools,6 AI Tools You Need To Try Save for later  AI Tools You need To try  Real-time voice changer Voicemod High-quality images Bria Best AI tools & guides Insidr.ai,5,5336,192,1,19,3.866666667,2023-06-28,https://www.tiktok.com/@insidr.ai/video/7249625041351003419,AI tools you need to try 💥 insidr.ai - find the best AI tools to supercharge your business🦸🏼 Deepbrain.io Cohesive.so Meetcody.ai  Supercreator  Voicemod Bria #ai #artificialintelligence #aiforbusiness #generativeai #aicontent ,tiktok
get_turbolearn.ai,Education,AI Study Tools,I feel so bad that only 5 people showed up to my bio lecture,16,5310,80,0,7,3.595125254,2024-06-20,https://www.tiktok.com/@get_turbolearn.ai/video/7382669697474399531,Damnnnn #student #college #uni #aussie #collegestudent ,tiktok
pandaiofficial,Education,Exam Preparation,pov: exam is in 2 hours and you realized you only studied the spot questions,6,5286,331,2,3,3.394990366,2023-12-08,https://www.tiktok.com/@pandaiofficial/video/7310116922404719873,"spot questions may be helpful, but never rely on them too much! #studytok #student #fyp #spm2023 #examination ",tiktok
cramlybeth,Education,AI Study Tools,when people are still using traditional ways to do their homework  use cramly.ai instead!,7,5274,112,0,5,3.169471154,2024-05-07,https://www.tiktok.com/@cramlybeth/video/7366081811782421765,come on everyone 👏 hop on the game and try cramly.ai instead😭 #cramly #cramlyai #aitool #homeworkhack #studenthack #letsfuckinggo ,tiktok
studyly_at,Education,Exam Preparation,So bereitest du dich auf die Mathematura vor! Intensivkurs + Studyly+ Abo,74,5256,339,9,41,1.593210064,2025-01-13,https://www.tiktok.com/@studyly_at/video/7459446112982813974,Link in der Bio!  #studylyintensivkurs #studyly #mathelernenmitstudyly #studylyplus #studylyschool #lernen #study #mathe #mathematik #mathematura #matura #matura2025 #matheschularbeit #mathematikmatura #fyp #fy #foryou ,tiktok
baimly.app,Education,Exam Preparation,Baimly ТАРИХТАБЫ СОФЫСТАР АНИМЕ ЭЛЕМІНДЕ Тарихты енді ұмытпайтын боласың 😄 @baimly.app,0,5247,278,4,63,7.79064588,2024-11-27,https://www.tiktok.com/@baimly.app/photo/7441940555136896312,,tiktok
studyly_at,Education,Exam Preparation,matua.gov.at  DIESE 4 SEITEN BRAUCHST DU FÜR DIE MATURA,24,5241,341,0,19,1.588663231,2025-01-19,https://www.tiktok.com/@studyly_at/video/7461565822687808790,#onthisday #studyly #studylyschool #studylyplus #studylyintensivkurs #schule #lernen #study #studytok #mathe #mathematik #mathematura #matura #matura2025 #mathematikmatura #mathelernen #mathenachhilfe #nachhilfe #lehrer #lehrerin #fyp #bafep #borg #htl #fy #fyp #foryou #foryouösterreich ,tiktok
insidr.ai,Education,AI Study Tools,6 AI Tools I Wish I Knew Before Starting An AI Business  AI employees AI workers AI marketing AI sales AI finance  AI Business Tools  Newsletter & email automations Copilot for everything else Supercharge your business with AI  Beehiiv ChatGPT Insidr.ai,7,5239,129,3,17,3.796376812,2024-05-09,https://www.tiktok.com/@insidr.ai/video/7366930780586593569,AI business tools #insidrai #aitools #aibusiness #aitrends #ai #makemoneyonline #makemoneywithai ,tiktok
elevateapp,Education,Study Aids & Flashcards,Can you spell these words correctly for $500?,66,5228,80,2,2,4.027734977,2023-02-25,https://www.tiktok.com/@elevateapp/video/7203866668492180779,Too late to go home now! #elevateapp #spellingchallenge #spellinggame #spellingbee🐝 #spellingbee #spellingquiz #vocabulary #spelling #spellcheck ,tiktok
pandaiofficial,Education,Exam Preparation,"""Kenapa study beria sangat, addmath je pun""",7,5227,60,2,1,3.357096981,2023-11-23,https://www.tiktok.com/@pandaiofficial/video/7304556354923023623,Addmath “je”??? 😧🤨 #mathematics #student #study #malaysiatiktok ,tiktok
boldvoiceapp,Education,Language Learning,How to avoid saying 😳 curse words in English.,32,5224,278,11,8,2.02245451,2024-01-09,https://www.tiktok.com/@boldvoiceapp/video/7321972077920013598,Here’s how to avoid accidentally saying curse words in English.#learnenglish #English #Pronunciation #Americanaccent #howtosay #pronunciationtipsonline #LanguageLearning #boldvoiceapp ,tiktok
curiosityquench,Education,Coding Education,people with these hobbies are going to save the world  Physics Maths Calisthenics Using Curiosity Quench Curiosity Quench: -screen time +lifetime | re focus your...,5,5217,112,0,9,1.907146774,2024-11-17,https://www.tiktok.com/@curiosityquench/video/7438285396770901303,"try these + 1000 more hobbies using our app ""Curiosity Quench"". #hobbies #foryou #viral #trending #fyp #math #einstein #Einstein #calisthenics #workout #gym #world #earth #physics #polymath",tiktok
